coordinates,name,description,htmldescription,alertlevel,alertscore,episodealertlevel,episodealertscore,country,fromdate,todate,severity,severitytext,source,iso3,eventtype,GDACS ID,People affected,Countries,Start Date - Last detection,Duration (days),Burned area
"[139.4779883500998, -20.072706163103256]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 26 Dec 2024 to: 05 Jan 2025.,Green,1,Green,0.5,Australia,2024-12-26T00:00:00,2025-01-05T00:00:00,6729.0,Green impact for forestfire in 6729 ha,GWIS,AUS,WF,WF 1023190,0 in the burned area,Australia,26 Dec 2024  - 05 Jan 2025 ,10,6729 ha
"[-1.1422882593559223, 10.046270369395097]",Forest fires in Ghana,Forest fires in Ghana,Green Forest fires in Ghana from: 28 Dec 2024 to: 04 Jan 2025.,Green,1,Green,0.5,Ghana,2024-12-28T00:00:00,2025-01-04T00:00:00,11190.0,Green impact for forestfire in 11190 ha,GWIS,GHA,WF,WF 1023200,3 in the burned area,Ghana,28 Dec 2024  - 04 Jan 2025 ,7,11190 ha
"[23.865376373848417, 7.749858038878018]",Forest fires in Central African Republic,Forest fires in Central African Republic,Green Forest fires in Central African Republic from: 29 Dec 2024 to: 04 Jan 2025.,Green,1,Green,0.5,Central African Republic,2024-12-29T00:00:00,2025-01-04T00:00:00,5495.0,Green impact for forestfire in 5495 ha,GWIS,CAF,WF,WF 1023203,0 in the burned area,Central African Republic,29 Dec 2024  - 04 Jan 2025 ,6,5495 ha
"[34.23122225076278, 6.7273560490286295]",Forest fires in Sudan,Forest fires in Sudan,Green Forest fires in Sudan from: 31 Dec 2024 to: 04 Jan 2025.,Green,1,Green,0.5,Sudan,2024-12-31T00:00:00,2025-01-04T00:00:00,7052.0,Green impact for forestfire in 7052 ha,GWIS,SDN,WF,WF 1023212,0 in the burned area,Sudan,31 Dec 2024  - 04 Jan 2025 ,4,7052 ha
"[132.31847290760317, -20.301819473264093]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 29 Dec 2024 to: 04 Jan 2025.,Green,1,Green,0.5,Australia,2024-12-29T00:00:00,2025-01-04T00:00:00,5537.0,Green impact for forestfire in 5537 ha,GWIS,AUS,WF,WF 1023207,0 in the burned area,Australia,29 Dec 2024  - 04 Jan 2025 ,6,5537 ha
"[23.457905744424252, 7.162501004240321]",Forest fires in Central African Republic,Forest fires in Central African Republic,Green Forest fires in Central African Republic from: 26 Dec 2024 to: 04 Jan 2025.,Green,1,Green,0.5,Central African Republic,2024-12-26T00:00:00,2025-01-04T00:00:00,5600.0,Green impact for forestfire in 5600 ha,GWIS,CAF,WF,WF 1023208,0 in the burned area,Central African Republic,26 Dec 2024  - 04 Jan 2025 ,9,5600 ha
"[22.230171081270203, -33.341587480777605]",Forest fires in South Africa,Forest fires in South Africa,Green Forest fires in South Africa from: 27 Dec 2024 to: 04 Jan 2025.,Green,1,Green,0.5,South Africa,2024-12-27T00:00:00,2025-01-04T00:00:00,9894.0,Green impact for forestfire in 9894 ha,GWIS,ZAF,WF,WF 1023184,0 in the burned area,South Africa,27 Dec 2024  - 04 Jan 2025 ,8,9894 ha
"[23.865361352025225, 8.123188838009613]",Forest fires in Central African Republic,Forest fires in Central African Republic,Green Forest fires in Central African Republic from: 28 Dec 2024 to: 04 Jan 2025.,Green,1,Green,0.5,Central African Republic,2024-12-28T00:00:00,2025-01-04T00:00:00,12751.0,Green impact for forestfire in 12751 ha,GWIS,CAF,WF,WF 1023179,0 in the burned area,Central African Republic,28 Dec 2024  - 04 Jan 2025 ,7,12751 ha
"[25.17798604579587, 7.9518540335258745]","Forest fires in Sudan, Central African Republic","Forest fires in Sudan, Central African Republic","Green Forest fires in Sudan, Central African Republic from: 25 Dec 2024 to: 04 Jan 2025.",Green,1,Green,0.5,"Sudan, Central African Republic",2024-12-25T00:00:00,2025-01-04T00:00:00,28865.0,Green impact for forestfire in 28865 ha,GWIS,SDN,WF,WF 1023148,0 in the burned area,"Sudan, Central African Republic",25 Dec 2024  - 04 Jan 2025 ,10,28865 ha
"[120.63176471228478, -30.61473755002581]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 24 Dec 2024 to: 03 Jan 2025.,Green,1,Green,0.5,Australia,2024-12-24T00:00:00,2025-01-03T00:00:00,7821.0,Green impact for forestfire in 7821 ha,GWIS,AUS,WF,WF 1023146,0 in the burned area,Australia,24 Dec 2024  - 03 Jan 2025 ,10,7821 ha
"[146.234813765304, -23.231841509082603]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 24 Dec 2024 to: 03 Jan 2025.,Green,1,Green,0.5,Australia,2024-12-24T00:00:00,2025-01-03T00:00:00,12125.0,Green impact for forestfire in 12125 ha,GWIS,AUS,WF,WF 1023130,0 in the burned area,Australia,24 Dec 2024  - 03 Jan 2025 ,10,12125 ha
"[139.95200285740842, -20.41924981772852]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 24 Dec 2024 to: 03 Jan 2025.,Green,1,Green,0.5,Australia,2024-12-24T00:00:00,2025-01-03T00:00:00,25620.0,Green impact for forestfire in 25620 ha,GWIS,AUS,WF,WF 1023138,0 in the burned area,Australia,24 Dec 2024  - 03 Jan 2025 ,10,25620 ha
"[24.925199924038, 7.911923900833334]",Forest fires in Central African Republic,Forest fires in Central African Republic,Green Forest fires in Central African Republic from: 26 Dec 2024 to: 03 Jan 2025.,Green,1,Green,0.5,Central African Republic,2024-12-26T00:00:00,2025-01-03T00:00:00,13079.0,Green impact for forestfire in 13079 ha,GWIS,CAF,WF,WF 1023172,0 in the burned area,Central African Republic,26 Dec 2024  - 03 Jan 2025 ,8,13079 ha
"[133.14197119846295, -17.737176526027284]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 30 Dec 2024 to: 03 Jan 2025.,Green,1,Green,0.5,Australia,2024-12-30T00:00:00,2025-01-03T00:00:00,6332.0,Green impact for forestfire in 6332 ha,GWIS,AUS,WF,WF 1023173,0 in the burned area,Australia,30 Dec 2024  - 03 Jan 2025 ,4,6332 ha
"[-12.901698472585263, 13.10946351435049]",Forest fires in Senegal,Forest fires in Senegal,Green Forest fires in Senegal from: 28 Dec 2024 to: 03 Jan 2025.,Green,1,Green,0.5,Senegal,2024-12-28T00:00:00,2025-01-03T00:00:00,24965.0,Green impact for forestfire in 24965 ha,GWIS,SEN,WF,WF 1023149,5 in the burned area,Senegal,28 Dec 2024  - 03 Jan 2025 ,6,24965 ha
"[23.440408208448083, 8.696436566740989]",Forest fires in Central African Republic,Forest fires in Central African Republic,Green Forest fires in Central African Republic from: 28 Dec 2024 to: 03 Jan 2025.,Green,1,Green,0.5,Central African Republic,2024-12-28T00:00:00,2025-01-03T00:00:00,5017.0,Green impact for forestfire in 5017 ha,GWIS,CAF,WF,WF 1023211,0 in the burned area,Central African Republic,28 Dec 2024  - 03 Jan 2025 ,6,5017 ha
"[24.671282330034472, 8.150918047384483]","Forest fires in Central African Republic, Sudan","Forest fires in Central African Republic, Sudan","Green Forest fires in Central African Republic, Sudan from: 29 Dec 2024 to: 03 Jan 2025.",Green,1,Green,0.5,"Central African Republic, Sudan",2024-12-29T00:00:00,2025-01-03T00:00:00,5942.0,Green impact for forestfire in 5942 ha,GWIS,CAF,WF,WF 1023192,0 in the burned area,"Central African Republic, Sudan",29 Dec 2024  - 03 Jan 2025 ,5,5942 ha
"[135.31401180862323, -17.252037561180884]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 29 Dec 2024 to: 03 Jan 2025.,Green,1,Green,0.5,Australia,2024-12-29T00:00:00,2025-01-03T00:00:00,5792.0,Green impact for forestfire in 5792 ha,GWIS,AUS,WF,WF 1023187,0 in the burned area,Australia,29 Dec 2024  - 03 Jan 2025 ,5,5792 ha
"[27.887188684631596, 5.904700869328704]",Forest fires in Sudan,Forest fires in Sudan,Green Forest fires in Sudan from: 27 Dec 2024 to: 03 Jan 2025.,Green,1,Green,0.5,Sudan,2024-12-27T00:00:00,2025-01-03T00:00:00,5786.0,Green impact for forestfire in 5786 ha,GWIS,SDN,WF,WF 1023199,0 in the burned area,Sudan,27 Dec 2024  - 03 Jan 2025 ,7,5786 ha
"[-1.762813702837105, 10.674813104146445]",Forest fires in Ghana,Forest fires in Ghana,Green Forest fires in Ghana from: 26 Dec 2024 to: 03 Jan 2025.,Green,1,Green,0.5,Ghana,2024-12-26T00:00:00,2025-01-03T00:00:00,5622.0,Green impact for forestfire in 5622 ha,GWIS,GHA,WF,WF 1023197,3 in the burned area,Ghana,26 Dec 2024  - 03 Jan 2025 ,8,5622 ha
"[22.20301926537649, 8.801387058604472]",Forest fires in Central African Republic,Forest fires in Central African Republic,Green Forest fires in Central African Republic from: 29 Dec 2024 to: 02 Jan 2025.,Green,1,Green,0.5,Central African Republic,2024-12-29T00:00:00,2025-01-02T00:00:00,5604.0,Green impact for forestfire in 5604 ha,GWIS,CAF,WF,WF 1023186,0 in the burned area,Central African Republic,29 Dec 2024  - 02 Jan 2025 ,4,5604 ha
"[-12.759791814509457, 13.22616287658806]",Forest fires in Senegal,Forest fires in Senegal,Green Forest fires in Senegal from: 29 Dec 2024 to: 02 Jan 2025.,Green,1,Green,0.5,Senegal,2024-12-29T00:00:00,2025-01-02T00:00:00,7324.0,Green impact for forestfire in 7324 ha,GWIS,SEN,WF,WF 1023183,2 in the burned area,Senegal,29 Dec 2024  - 02 Jan 2025 ,4,7324 ha
"[28.7606876113822, 6.0387696223208165]",Forest fires in Sudan,Forest fires in Sudan,Green Forest fires in Sudan from: 25 Dec 2024 to: 02 Jan 2025.,Green,1,Green,0.5,Sudan,2024-12-25T00:00:00,2025-01-02T00:00:00,6490.0,Green impact for forestfire in 6490 ha,GWIS,SDN,WF,WF 1023157,0 in the burned area,Sudan,25 Dec 2024  - 02 Jan 2025 ,8,6490 ha
"[26.369857128974836, 7.979591501727064]",Forest fires in Sudan,Forest fires in Sudan,Green Forest fires in Sudan from: 23 Dec 2024 to: 02 Jan 2025.,Green,1,Green,0.5,Sudan,2024-12-23T00:00:00,2025-01-02T00:00:00,8722.0,Green impact for forestfire in 8722 ha,GWIS,SDN,WF,WF 1023160,0 in the burned area,Sudan,23 Dec 2024  - 02 Jan 2025 ,10,8722 ha
"[24.933150288447035, 7.651563055398832]",Forest fires in Central African Republic,Forest fires in Central African Republic,Green Forest fires in Central African Republic from: 28 Dec 2024 to: 02 Jan 2025.,Green,1,Green,0.5,Central African Republic,2024-12-28T00:00:00,2025-01-02T00:00:00,6799.0,Green impact for forestfire in 6799 ha,GWIS,CAF,WF,WF 1023174,0 in the burned area,Central African Republic,28 Dec 2024  - 02 Jan 2025 ,5,6799 ha
"[23.78639722377365, 8.439023449338531]",Forest fires in Central African Republic,Forest fires in Central African Republic,Green Forest fires in Central African Republic from: 27 Dec 2024 to: 02 Jan 2025.,Green,1,Green,0.5,Central African Republic,2024-12-27T00:00:00,2025-01-02T00:00:00,5450.0,Green impact for forestfire in 5450 ha,GWIS,CAF,WF,WF 1023180,0 in the burned area,Central African Republic,27 Dec 2024  - 02 Jan 2025 ,6,5450 ha
"[24.28964586025643, 8.511597447844114]",Forest fires in Sudan,Forest fires in Sudan,Green Forest fires in Sudan from: 29 Dec 2024 to: 02 Jan 2025.,Green,1,Green,0.5,Sudan,2024-12-29T00:00:00,2025-01-02T00:00:00,5656.0,Green impact for forestfire in 5656 ha,GWIS,SDN,WF,WF 1023175,0 in the burned area,Sudan,29 Dec 2024  - 02 Jan 2025 ,4,5656 ha
"[23.979738361488987, 8.244609930734832]",Forest fires in Central African Republic,Forest fires in Central African Republic,Green Forest fires in Central African Republic from: 28 Dec 2024 to: 02 Jan 2025.,Green,1,Green,0.5,Central African Republic,2024-12-28T00:00:00,2025-01-02T00:00:00,12213.0,Green impact for forestfire in 12213 ha,GWIS,CAF,WF,WF 1023178,0 in the burned area,Central African Republic,28 Dec 2024  - 02 Jan 2025 ,5,12213 ha
"[23.564485994457343, 8.909658667170616]","Forest fires in Central African Republic, Sudan","Forest fires in Central African Republic, Sudan","Green Forest fires in Central African Republic, Sudan from: 28 Dec 2024 to: 02 Jan 2025.",Green,1,Green,0.5,"Central African Republic, Sudan",2024-12-28T00:00:00,2025-01-02T00:00:00,16025.0,Green impact for forestfire in 16025 ha,GWIS,CAF,WF,WF 1023168,0 in the burned area,"Central African Republic, Sudan",28 Dec 2024  - 02 Jan 2025 ,5,16025 ha
"[23.50175397949983, 8.632118565801218]",Forest fires in Central African Republic,Forest fires in Central African Republic,Green Forest fires in Central African Republic from: 28 Dec 2024 to: 02 Jan 2025.,Green,1,Green,0.5,Central African Republic,2024-12-28T00:00:00,2025-01-02T00:00:00,11949.0,Green impact for forestfire in 11949 ha,GWIS,CAF,WF,WF 1023169,1 in the burned area,Central African Republic,28 Dec 2024  - 02 Jan 2025 ,5,11949 ha
"[28.25339582680666, 5.753486240554401]",Forest fires in Sudan,Forest fires in Sudan,Green Forest fires in Sudan from: 30 Dec 2024 to: 02 Jan 2025.,Green,1,Green,0.5,Sudan,2024-12-30T00:00:00,2025-01-02T00:00:00,7764.0,Green impact for forestfire in 7764 ha,GWIS,SDN,WF,WF 1023165,0 in the burned area,Sudan,30 Dec 2024  - 02 Jan 2025 ,3,7764 ha
"[24.856610724049425, 7.210918908146211]",Forest fires in Central African Republic,Forest fires in Central African Republic,Green Forest fires in Central African Republic from: 23 Dec 2024 to: 02 Jan 2025.,Green,1,Green,0.5,Central African Republic,2024-12-23T00:00:00,2025-01-02T00:00:00,10582.0,Green impact for forestfire in 10582 ha,GWIS,CAF,WF,WF 1023126,0 in the burned area,Central African Republic,23 Dec 2024  - 02 Jan 2025 ,10,10582 ha
"[29.067273546454373, 5.9565366298182445]",Forest fires in Sudan,Forest fires in Sudan,Green Forest fires in Sudan from: 23 Dec 2024 to: 02 Jan 2025.,Green,1,Green,0.5,Sudan,2024-12-23T00:00:00,2025-01-02T00:00:00,7836.0,Green impact for forestfire in 7836 ha,GWIS,SDN,WF,WF 1023143,147 in the burned area,Sudan,23 Dec 2024  - 02 Jan 2025 ,10,7836 ha
"[33.32033933716455, 5.96827892115587]",Forest fires in Sudan,Forest fires in Sudan,Green Forest fires in Sudan from: 25 Dec 2024 to: 01 Jan 2025.,Green,1,Green,0.5,Sudan,2024-12-25T00:00:00,2025-01-01T00:00:00,8197.0,Green impact for forestfire in 8197 ha,GWIS,SDN,WF,WF 1023140,0 in the burned area,Sudan,25 Dec 2024  - 01 Jan 2025 ,7,8197 ha
"[27.55826293685504, 6.68702499611981]",Forest fires in Sudan,Forest fires in Sudan,Green Forest fires in Sudan from: 28 Dec 2024 to: 01 Jan 2025.,Green,1,Green,0.5,Sudan,2024-12-28T00:00:00,2025-01-01T00:00:00,12943.0,Green impact for forestfire in 12943 ha,GWIS,SDN,WF,WF 1023171,0 in the burned area,Sudan,28 Dec 2024  - 01 Jan 2025 ,4,12943 ha
"[24.62159594906867, 7.598746018158682]",Forest fires in Central African Republic,Forest fires in Central African Republic,Green Forest fires in Central African Republic from: 28 Dec 2024 to: 01 Jan 2025.,Green,1,Green,0.5,Central African Republic,2024-12-28T00:00:00,2025-01-01T00:00:00,5275.0,Green impact for forestfire in 5275 ha,GWIS,CAF,WF,WF 1023176,0 in the burned area,Central African Republic,28 Dec 2024  - 01 Jan 2025 ,4,5275 ha
"[26.864172194129356, 7.311105603168018]",Forest fires in Sudan,Forest fires in Sudan,Green Forest fires in Sudan from: 25 Dec 2024 to: 01 Jan 2025.,Green,1,Green,0.5,Sudan,2024-12-25T00:00:00,2025-01-01T00:00:00,13632.0,Green impact for forestfire in 13632 ha,GWIS,SDN,WF,WF 1023156,0 in the burned area,Sudan,25 Dec 2024  - 01 Jan 2025 ,7,13632 ha
"[5.711354731438898, 10.351128728558773]",Forest fires in Nigeria,Forest fires in Nigeria,Green Forest fires in Nigeria from: 23 Dec 2024 to: 01 Jan 2025.,Green,1,Green,0.5,Nigeria,2024-12-23T00:00:00,2025-01-01T00:00:00,5338.0,Green impact for forestfire in 5338 ha,GWIS,NGA,WF,WF 1023162,296 in the burned area,Nigeria,23 Dec 2024  - 01 Jan 2025 ,9,5338 ha
"[25.724138522698723, 7.5521506841245225]",Forest fires in Sudan,Forest fires in Sudan,Green Forest fires in Sudan from: 28 Dec 2024 to: 01 Jan 2025.,Green,1,Green,0.5,Sudan,2024-12-28T00:00:00,2025-01-01T00:00:00,10025.0,Green impact for forestfire in 10025 ha,GWIS,SDN,WF,WF 1023150,0 in the burned area,Sudan,28 Dec 2024  - 01 Jan 2025 ,4,10025 ha
"[139.56293098076574, -19.954827466529295]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 27 Dec 2024 to: 01 Jan 2025.,Green,1,Green,0.5,Australia,2024-12-27T00:00:00,2025-01-01T00:00:00,9037.0,Green impact for forestfire in 9037 ha,GWIS,AUS,WF,WF 1023151,0 in the burned area,Australia,27 Dec 2024  - 01 Jan 2025 ,5,9037 ha
"[141.6183090648346, -19.26950139841453]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 24 Dec 2024 to: 01 Jan 2025.,Green,1,Green,0.5,Australia,2024-12-24T00:00:00,2025-01-01T00:00:00,6319.0,Green impact for forestfire in 6319 ha,GWIS,AUS,WF,WF 1023153,0 in the burned area,Australia,24 Dec 2024  - 01 Jan 2025 ,8,6319 ha
"[132.21859673766923, -17.06398922433114]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 30 Dec 2024 to: 01 Jan 2025.,Green,1,Green,0.5,Australia,2024-12-30T00:00:00,2025-01-01T00:00:00,9986.0,Green impact for forestfire in 9986 ha,GWIS,AUS,WF,WF 1023185,0 in the burned area,Australia,30 Dec 2024  - 01 Jan 2025 ,2,9986 ha
"[143.58619126449713, -20.32765977480051]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 22 Dec 2024 to: 01 Jan 2025.,Green,1,Green,0.5,Australia,2024-12-22T00:00:00,2025-01-01T00:00:00,5044.0,Green impact for forestfire in 5044 ha,GWIS,AUS,WF,WF 1023189,0 in the burned area,Australia,22 Dec 2024  - 01 Jan 2025 ,10,5044 ha
"[28.897709145833957, 5.714056510177389]",Forest fires in Sudan,Forest fires in Sudan,Green Forest fires in Sudan from: 22 Dec 2024 to: 01 Jan 2025.,Green,1,Green,0.5,Sudan,2024-12-22T00:00:00,2025-01-01T00:00:00,5232.0,Green impact for forestfire in 5232 ha,GWIS,SDN,WF,WF 1023195,0 in the burned area,Sudan,22 Dec 2024  - 01 Jan 2025 ,10,5232 ha
"[19.436361210695747, 10.904065572091588]",Forest fires in Chad,Forest fires in Chad,Green Forest fires in Chad from: 29 Dec 2024 to: 01 Jan 2025.,Green,1,Green,0.5,Chad,2024-12-29T00:00:00,2025-01-01T00:00:00,5172.0,Green impact for forestfire in 5172 ha,GWIS,TCD,WF,WF 1023196,0 in the burned area,Chad,29 Dec 2024  - 01 Jan 2025 ,3,5172 ha
"[143.8497350308708, -20.08034254886063]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 22 Dec 2024 to: 01 Jan 2025.,Green,1,Green,0.5,Australia,2024-12-22T00:00:00,2025-01-01T00:00:00,45727.0,Green impact for forestfire in 45727 ha,GWIS,AUS,WF,WF 1023115,0 in the burned area,Australia,22 Dec 2024  - 01 Jan 2025 ,10,45727 ha
"[-71.57944078764976, -41.88270132274525]",Forest fires in Argentina,Forest fires in Argentina,Green Forest fires in Argentina from: 30 Jan 2025 to: 09 Feb 2025.,Green,1,Green,0.5,Argentina,2025-01-30T00:00:00,2025-02-09T00:00:00,3511.0,Green impact for forestfire in 3511 ha,GWIS,ARG,WF,WF 1023484,29 in the burned area,Argentina,30 Jan 2025  - 09 Feb 2025 ,10,3511 ha
"[-71.2564440068509, -39.56405792519599]",Forest fires in Argentina,Forest fires in Argentina,Green Forest fires in Argentina from: 30 Jan 2025 to: 09 Feb 2025.,Green,1,Green,0.5,Argentina,2025-01-30T00:00:00,2025-02-09T00:00:00,21175.0,Green impact for forestfire in 21175 ha,GWIS,ARG,WF,WF 1023466,0 in the burned area,Argentina,30 Jan 2025  - 09 Feb 2025 ,10,21175 ha
"[114.53973498460033, -26.728317629185973]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 31 Jan 2025 to: 08 Feb 2025.,Green,1,Green,0.5,Australia,2025-01-31T00:00:00,2025-02-08T00:00:00,5089.0,Green impact for forestfire in 5089 ha,GWIS,AUS,WF,WF 1023498,0 in the burned area,Australia,31 Jan 2025  - 08 Feb 2025 ,8,5089 ha
"[130.65484176878684, -21.830263382245466]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 28 Jan 2025 to: 07 Feb 2025.,Green,1,Green,0.5,Australia,2025-01-28T00:00:00,2025-02-07T00:00:00,6123.0,Green impact for forestfire in 6123 ha,GWIS,AUS,WF,WF 1023489,0 in the burned area,Australia,28 Jan 2025  - 07 Feb 2025 ,10,6123 ha
"[23.4912976964064, 6.3704814165708425]",Forest fires in Central African Republic,Forest fires in Central African Republic,Green Forest fires in Central African Republic from: 31 Jan 2025 to: 07 Feb 2025.,Green,1,Green,0.5,Central African Republic,2025-01-31T00:00:00,2025-02-07T00:00:00,5583.0,Green impact for forestfire in 5583 ha,GWIS,CAF,WF,WF 1023491,0 in the burned area,Central African Republic,31 Jan 2025  - 07 Feb 2025 ,7,5583 ha
"[25.624618911290014, 6.529322288537196]",Forest fires in Central African Republic,Forest fires in Central African Republic,Green Forest fires in Central African Republic from: 30 Jan 2025 to: 07 Feb 2025.,Green,1,Green,0.5,Central African Republic,2025-01-30T00:00:00,2025-02-07T00:00:00,5753.0,Green impact for forestfire in 5753 ha,GWIS,CAF,WF,WF 1023492,0 in the burned area,Central African Republic,30 Jan 2025  - 07 Feb 2025 ,8,5753 ha
"[-71.53285146761789, -44.11274839130122]",Forest fires in Argentina,Forest fires in Argentina,Green Forest fires in Argentina from: 29 Jan 2025 to: 07 Feb 2025.,Green,1,Green,0.5,Argentina,2025-01-29T00:00:00,2025-02-07T00:00:00,6354.0,Green impact for forestfire in 6354 ha,GWIS,ARG,WF,WF 1023469,10 in the burned area,Argentina,29 Jan 2025  - 07 Feb 2025 ,9,6354 ha
"[31.86707419485576, 8.927259198638753]",Forest fires in Sudan,Forest fires in Sudan,Green Forest fires in Sudan from: 28 Jan 2025 to: 07 Feb 2025.,Green,1,Green,0.5,Sudan,2025-01-28T00:00:00,2025-02-07T00:00:00,11881.0,Green impact for forestfire in 11881 ha,GWIS,SDN,WF,WF 1023438,18 in the burned area,Sudan,28 Jan 2025  - 07 Feb 2025 ,10,11881 ha
"[133.4223137541575, -23.646270407068105]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 28 Jan 2025 to: 06 Feb 2025.,Green,1,Green,0.5,Australia,2025-01-28T00:00:00,2025-02-06T00:00:00,52532.0,Green impact for forestfire in 52532 ha,GWIS,AUS,WF,WF 1023431,4 in the burned area,Australia,28 Jan 2025  - 06 Feb 2025 ,9,52532 ha
"[142.29713526600776, -37.294849135415824]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 27 Jan 2025 to: 06 Feb 2025.,Green,1,Green,0.5,Australia,2025-01-27T00:00:00,2025-02-06T00:00:00,66791.0,Green impact for forestfire in 66791 ha,GWIS,AUS,WF,WF 1023424,25 in the burned area,Australia,27 Jan 2025  - 06 Feb 2025 ,10,66791 ha
"[25.142265797271254, 6.906259725706808]",Forest fires in Central African Republic,Forest fires in Central African Republic,Green Forest fires in Central African Republic from: 29 Jan 2025 to: 06 Feb 2025.,Green,1,Green,0.5,Central African Republic,2025-01-29T00:00:00,2025-02-06T00:00:00,6846.0,Green impact for forestfire in 6846 ha,GWIS,CAF,WF,WF 1023487,0 in the burned area,Central African Republic,29 Jan 2025  - 06 Feb 2025 ,8,6846 ha
"[-60.447795168425365, -28.72112020073024]",Forest fires in Argentina,Forest fires in Argentina,Green Forest fires in Argentina from: 29 Jan 2025 to: 06 Feb 2025.,Green,1,Green,0.5,Argentina,2025-01-29T00:00:00,2025-02-06T00:00:00,5235.0,Green impact for forestfire in 5235 ha,GWIS,ARG,WF,WF 1023488,0 in the burned area,Argentina,29 Jan 2025  - 06 Feb 2025 ,8,5235 ha
"[21.28488346905262, 7.590560231465581]",Forest fires in Central African Republic,Forest fires in Central African Republic,Green Forest fires in Central African Republic from: 29 Jan 2025 to: 06 Feb 2025.,Green,1,Green,0.5,Central African Republic,2025-01-29T00:00:00,2025-02-06T00:00:00,7485.0,Green impact for forestfire in 7485 ha,GWIS,CAF,WF,WF 1023480,0 in the burned area,Central African Republic,29 Jan 2025  - 06 Feb 2025 ,8,7485 ha
"[29.54836539438865, 4.167980211664403]",Forest fires in The Democratic Republic of Congo,Forest fires in The Democratic Republic of Congo,Green Forest fires in The Democratic Republic of Congo from: 30 Jan 2025 to: 05 Feb 2025.,Green,1,Green,0.5,The Democratic Republic of Congo,2025-01-30T00:00:00,2025-02-05T00:00:00,5735.0,Green impact for forestfire in 5735 ha,GWIS,COD,WF,WF 1023473,0 in the burned area,The Democratic Republic of Congo,30 Jan 2025  - 05 Feb 2025 ,6,5735 ha
"[19.60030405544991, 10.736114246423629]",Forest fires in Chad,Forest fires in Chad,Green Forest fires in Chad from: 28 Jan 2025 to: 05 Feb 2025.,Green,1,Green,0.5,Chad,2025-01-28T00:00:00,2025-02-05T00:00:00,5885.0,Green impact for forestfire in 5885 ha,GWIS,TCD,WF,WF 1023478,0 in the burned area,Chad,28 Jan 2025  - 05 Feb 2025 ,8,5885 ha
"[24.554401507660867, 6.545947088093261]",Forest fires in Central African Republic,Forest fires in Central African Republic,Green Forest fires in Central African Republic from: 29 Jan 2025 to: 05 Feb 2025.,Green,1,Green,0.5,Central African Republic,2025-01-29T00:00:00,2025-02-05T00:00:00,9867.0,Green impact for forestfire in 9867 ha,GWIS,CAF,WF,WF 1023463,0 in the burned area,Central African Republic,29 Jan 2025  - 05 Feb 2025 ,7,9867 ha
"[129.7625046905945, -21.568572171482053]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 31 Jan 2025 to: 04 Feb 2025.,Green,1,Green,0.5,Australia,2025-01-31T00:00:00,2025-02-04T00:00:00,6829.0,Green impact for forestfire in 6829 ha,GWIS,AUS,WF,WF 1023460,0 in the burned area,Australia,31 Jan 2025  - 04 Feb 2025 ,4,6829 ha
"[26.351639821303507, 4.720875538140766]",Forest fires in The Democratic Republic of Congo,Forest fires in The Democratic Republic of Congo,Green Forest fires in The Democratic Republic of Congo from: 30 Jan 2025 to: 04 Feb 2025.,Green,1,Green,0.5,The Democratic Republic of Congo,2025-01-30T00:00:00,2025-02-04T00:00:00,8014.0,Green impact for forestfire in 8014 ha,GWIS,COD,WF,WF 1023467,0 in the burned area,The Democratic Republic of Congo,30 Jan 2025  - 04 Feb 2025 ,5,8014 ha
"[25.058484021222263, 6.585984745827223]",Forest fires in Central African Republic,Forest fires in Central African Republic,Green Forest fires in Central African Republic from: 25 Jan 2025 to: 04 Feb 2025.,Green,1,Green,0.5,Central African Republic,2025-01-25T00:00:00,2025-02-04T00:00:00,10376.0,Green impact for forestfire in 10376 ha,GWIS,CAF,WF,WF 1023475,0 in the burned area,Central African Republic,25 Jan 2025  - 04 Feb 2025 ,10,10376 ha
"[-2.8735749802971253, 7.044105874080034]",Forest fires in Ghana,Forest fires in Ghana,Green Forest fires in Ghana from: 25 Jan 2025 to: 04 Feb 2025.,Green,1,Green,0.5,Ghana,2025-01-25T00:00:00,2025-02-04T00:00:00,9545.0,Green impact for forestfire in 9545 ha,GWIS,GHA,WF,WF 1023481,44 in the burned area,Ghana,25 Jan 2025  - 04 Feb 2025 ,10,9545 ha
